CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER,snap_ever,tanf_ever,program_group,edu_level,edu_label
906403,9064,2,2.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
906404,9064,2,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
906501,9065,2,2.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
906502,9065,2,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
906701,9067,2,1.0,,,,,,,,,,,,,,,,,,,,,,,
906702,9067,2,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
906703,9067,2,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
907001,9070,2,2.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
907002,9070,2,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
907003,9070,2,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
907401,9074,2,2.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,1.0,1.0,Both SNAP and TANF,0.0,No HS / GED
907402,9074,2,1.0,,,0.0,,0.0,0.0,,1.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,0.0,SNAP only,0.0,No HS / GED
907403,9074,2,2.0,,,0.0,,,0.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
908001,9080,2,2.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
908002,9080,2,1.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
908003,9080,2,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
908101,9081,2,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
908102,9081,2,1.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
908103,9081,2,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
908401,9084,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
908402,9084,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
908601,9086,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
908602,9086,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
908701,9087,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
909201,9092,2,2.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
909202,9092,2,2.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
909501,9095,2,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
910001,9100,2,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
910002,9100,2,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
910003,9100,2,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
910101,9101,2,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
910102,9101,2,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
910103,9101,2,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
910104,9101,2,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
910301,9103,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
910302,9103,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
910303,9103,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
910401,9104,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
910402,9104,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
910403,9104,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
910404,9104,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
910601,9106,2,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
910801,9108,2,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
910802,9108,2,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
910803,9108,2,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
910901,9109,2,2.0,,,0.0,,0.0,0.0,,,,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
910902,9109,2,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
910903,9109,2,1.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
911501,9115,2,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
911502,9115,2,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
911503,9115,2,2.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
911701,9117,2,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
911702,9117,2,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
911801,9118,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
911802,9118,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
911803,9118,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
911901,9119,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
912201,9122,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
912202,9122,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
912401,9124,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
912402,9124,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
912901,9129,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
913301,9133,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
913302,9133,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
913401,9134,1,1.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
913402,9134,1,1.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
913501,9135,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
913801,9138,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914101,9141,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914102,9141,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914201,9142,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914202,9142,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914203,9142,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914301,9143,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914302,9143,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914401,9144,1,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
914402,9144,1,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
914403,9144,1,2.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
914501,9145,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914502,9145,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914503,9145,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914504,9145,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
914801,9148,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
914802,9148,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
915701,9157,2,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
915702,9157,2,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
915703,9157,2,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
915901,9159,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
916701,9167,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
916801,9168,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
917101,9171,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917102,9171,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
917103,9171,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917201,9172,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
917202,9172,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917301,9173,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917302,9173,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
917303,9173,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917401,9174,1,1.0,,,,,,,,,,,,0.0,,0.0,,1.0,0.0,0.0,,,,1.0,HS or GED
917801,9178,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917802,9178,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917901,9179,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
917902,9179,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
917903,9179,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
918001,9180,2,1.0,,1.0,,0.0,1.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
918002,9180,2,1.0,,,,0.0,0.0,,,,,0.0,,,,,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
918003,9180,2,1.0,,,0.0,,,0.0,0.0,,,,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
918004,9180,2,1.0,,,,,,,,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
918005,9180,2,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,No HS / GED
918201,9182,2,2.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
918202,9182,2,2.0,,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
918203,9182,2,2.0,,,,,,,,0.0,0.0,1.0,0.0,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
918301,9183,2,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
918302,9183,2,2.0,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
918303,9183,2,1.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
918501,9185,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
919201,9192,2,2.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
919202,9192,2,2.0,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
919301,9193,2,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
919501,9195,2,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
919901,9199,2,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
919902,9199,2,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
920101,9201,2,2.0,,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
920102,9201,2,2.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,,0.0,,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
920201,9202,2,1.0,,,,,,,,,,,,,,,,,,,,,,,
920501,9205,2,1.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
920502,9205,2,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
920503,9205,2,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
920601,9206,2,1.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
920602,9206,2,1.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,,1.0,HS or GED
920801,9208,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
921401,9214,1,2.0,,,0.0,,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
921402,9214,1,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
921403,9214,1,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
921404,9214,1,2.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
921901,9219,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
922001,9220,1,2.0,,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
922002,9220,1,2.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
922101,9221,1,1.0,,,,,,,,,,,,0.0,0.0,,,0.0,1.0,0.0,,,,1.0,HS or GED
922301,9223,1,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
922302,9223,1,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
922701,9227,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
922801,9228,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
922802,9228,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
922901,9229,1,2.0,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,HS or GED
922902,9229,1,2.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
922903,9229,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,No HS / GED
923101,9231,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
923102,9231,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
923301,9233,1,1.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
923302,9233,1,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
923303,9233,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
923401,9234,1,2.0,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
923402,9234,1,2.0,,,,,,,,,,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
923601,9236,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
923801,9238,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
923802,9238,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
923901,9239,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
923902,9239,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924301,9243,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924401,9244,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924402,9244,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924601,9246,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924602,9246,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
924801,9248,3,1.0,,,,,,,,,,,,,,,,,,,,,,,
924802,9248,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
924901,9249,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
925201,9252,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
925202,9252,3,2.0,,,,,,,,,,,,,,,,,,,,,,,
925501,9255,1,2.0,0.0,1.0,,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
925502,9255,1,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
925503,9255,1,2.0,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
925504,9255,1,2.0,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,HS or GED
925601,9256,1,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
925602,9256,1,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
925701,9257,1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
925702,9257,1,1.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,Neither,0.0,No HS / GED
925703,9257,1,2.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
925901,9259,1,1.0,,,,,,,,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
925902,9259,1,2.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
926001,9260,1,2.0,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
926002,9260,1,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,HS or GED
926101,9261,1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
926102,9261,1,2.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
926201,9262,1,1.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
926401,9264,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
926402,9264,1,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
926403,9264,1,1.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
926801,9268,1,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
926802,9268,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
927201,9272,1,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
927202,9272,1,1.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
927203,9272,1,1.0,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
927301,9273,1,2.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,0.0,0.0,0.0,,,1.0,HS or GED
927302,9273,1,1.0,0.0,1.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
927303,9273,1,2.0,,,0.0,,,1.0,,0.0,,,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
927304,9273,1,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,HS or GED
927401,9274,2,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
927402,9274,2,2.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927403,9274,2,2.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927501,9275,1,1.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927502,9275,1,1.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927503,9275,1,2.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
927504,9275,1,1.0,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,No HS / GED
927701,9277,1,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
927702,9277,1,2.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927703,9277,1,1.0,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
927801,9278,1,1.0,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,Neither,1.0,HS or GED
927802,9278,1,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,No HS / GED
928101,9281,2,1.0,,,,,0.0,,,1.0,0.0,0.0,,0.0,,1.0,,1.0,0.0,0.0,1.0,,,1.0,HS or GED
928102,9281,2,2.0,,,0.0,,,0.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,SNAP only,1.0,HS or GED
928103,9281,2,1.0,,,,,,,,,,,,,,,,,,,,,,,
928401,9284,1,2.0,1.0,1.0,,1.0,1.0,,,0.0,,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,1.0,Both SNAP and TANF,1.0,HS or GED
928402,9284,1,1.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
928403,9284,1,1.0,,,,0.0,,,,0.0,,0.0,,,,,,1.0,0.0,0.0,0.0,,,1.0,HS or GED
928404,9284,1,2.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,1.0,HS or GED
928601,9286,2,2.0,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,HS or GED
928602,9286,2,1.0,,,,,,,,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,,,,1.0,HS or GED
928701,9287,2,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,Neither,1.0,HS or GED
928702,9287,2,1.0,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
928703,9287,2,2.0,,,,,,,,,,,,,1.0,1.0,,0.0,1.0,0.0,,,,1.0,HS or GED
928704,9287,2,2.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,HS or GED
929801,9298,2,1.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.0,0.0,,,1.0,HS or GED
