CPUBID,MPUBID,CRACE,CSEX,AFDC_1994,AFDC_1996,AFDC_1998,FOODSTAMPS_1994,FOODSTAMPS_1996,FOODSTAMPS_1998,FOODSTAMPS_2000,FOODSTAMPS_2002,FOODSTAMPS_2004,FOODSTAMPS_2006,FOODSTAMPS_2008,FOODSTAMPS_2010,FOODSTAMPS_2012,FOODSTAMPS_2014,FOODSTAMPS_2016,GED_EVER,HSDIPLOMA_EVER,PROFDEGREE_EVER
863403,8634,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,1,0,1,0
863404,8634,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,0,1,0
863405,8634,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1,0,1,1,0,1,0
863501,8635,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
863502,8635,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
863601,8636,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,-7,-7,-7,0,1,0
863602,8636,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,0,0,1,0
863701,8637,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
863801,8638,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,0,0,0,1,0
863802,8638,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,1,0
863901,8639,2,1,-7,-7,0,-7,-7,0,-7,0,-7,-7,-7,1,-7,1,-7,1,0,0
863902,8639,2,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,1,0
863903,8639,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0
864101,8641,2,2,-7,-7,-7,-7,-7,-7,0,0,0,0,1,1,-7,0,-7,0,1,0
864102,8641,2,1,-7,-7,0,-7,-7,0,0,0,0,0,0,0,0,-7,0,0,1,0
864201,8642,2,2,0,1,0,0,0,0,-7,0,1,1,0,-7,1,-7,0,1,0,0
864202,8642,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
864301,8643,2,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
864302,8643,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
864801,8648,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,-7,0,-7,0,1,0
864802,8648,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,0,0,0,1,0
864803,8648,2,1,-7,-7,0,-7,0,0,0,0,0,0,0,-7,-7,-7,0,0,1,0
864901,8649,2,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,1,-7,0,1,0
864902,8649,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,1,0,0
865201,8652,2,1,-7,-7,-7,0,0,-7,0,0,0,0,0,-7,0,-7,0,0,1,0
865202,8652,2,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,1,0,-7,0,1,0
865203,8652,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
865801,8658,2,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,-1,-7,0,0,1,0
865802,8658,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
866201,8662,2,2,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
866202,8662,2,1,-7,-7,0,-7,0,0,-7,0,-7,-7,0,1,-7,-7,-7,0,1,0
866203,8662,2,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,1,0,-7,0,0,1,0
866204,8662,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
866205,8662,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,0,0,1,0,0
866206,8662,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0,0
866401,8664,2,2,-7,0,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
866402,8664,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,0,0,1,0
866403,8664,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
866501,8665,2,1,-7,-7,0,-7,-7,0,0,0,0,1,0,1,1,-7,0,0,1,0
866502,8665,2,2,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,1,1,1,0,1,0
866801,8668,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
867301,8673,2,1,-7,-7,0,0,0,0,0,0,0,0,0,-7,1,-7,0,0,1,0
867302,8673,2,2,-7,-7,0,-7,-7,0,-7,0,0,0,1,0,0,-7,0,0,1,0
867303,8673,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867401,8674,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867402,8674,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867403,8674,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867404,8674,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867405,8674,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
867501,8675,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,-7,-7,-7,0,1,0
867502,8675,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,0,1,0
867503,8675,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
867901,8679,2,2,-7,-7,-7,-7,-7,-7,0,0,0,0,0,-7,0,-7,0,0,1,0
867902,8679,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,-7,-7,-7,0,1,0
867903,8679,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
868001,8680,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
868002,8680,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0
868401,8684,2,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,0,0,1,0
868501,8685,2,2,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,-7,0,0,1,0
868502,8685,2,1,-7,-7,0,-7,0,0,-7,0,0,0,0,-7,-7,-7,-7,0,1,0
868503,8685,2,1,-7,-7,0,-7,0,0,-7,0,0,0,0,0,-7,0,-7,0,1,0
869001,8690,2,2,-7,-7,0,-7,0,0,0,1,1,1,1,1,-7,1,-7,0,1,0
869002,8690,2,1,-7,-7,0,-7,-7,0,-7,0,0,1,0,1,0,-7,1,1,0,0
869003,8690,2,1,-7,-7,0,-7,-7,0,-7,0,0,0,0,1,0,-7,1,1,0,0
869004,8690,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,0,1,0
869201,8692,2,2,-7,-7,0,-7,0,0,0,0,0,1,1,1,-7,0,-7,0,1,0
869202,8692,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,0
869203,8692,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,1,0
869204,8692,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
869301,8693,2,2,-7,-7,0,0,0,0,0,0,0,0,1,-7,0,-7,0,0,1,0
869302,8693,2,1,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,0,-7,-7,-7,0,1,0
869401,8694,2,2,-7,-7,0,-7,-7,0,-7,0,0,0,0,0,0,-7,0,0,1,0
869402,8694,2,2,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-7,0,1,0
869501,8695,2,2,-7,-7,0,-7,0,0,0,1,0,0,0,0,-7,0,-7,0,1,0
869601,8696,2,2,-7,-7,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,1,0
869602,8696,2,2,-7,-7,0,-7,0,0,-7,0,-7,-7,0,-7,-7,0,-7,0,1,0
869603,8696,2,1,-7,-7,0,-7,-7,0,-7,0,-7,-7,-7,-7,0,-7,0,0,1,0
869604,8696,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,1,0,1,0
869701,8697,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0
870101,8701,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870102,8701,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870103,8701,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870104,8701,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870501,8705,1,1,-7,-7,0,0,-7,0,0,0,0,1,0,-7,1,-7,1,1,0,0
870502,8705,1,2,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,1,1,0,1,0
870503,8705,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,1,0,0,0
870601,8706,1,2,-7,-7,0,-7,0,0,0,0,0,0,0,1,-7,0,-7,0,1,0
870602,8706,1,1,-7,-7,0,-7,0,0,0,0,-7,0,0,0,-7,0,-7,1,0,0
870603,8706,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,-7,0,0,0,0
870604,8706,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,-7,-7,0,1,0
870701,8707,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870702,8707,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
870801,8708,1,1,-7,-7,0,-7,0,0,0,0,0,-7,0,0,-7,0,-7,0,1,0
870802,8708,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
870803,8708,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0
871401,8714,1,2,-7,-7,0,0,0,0,0,-7,-7,-7,0,-7,-7,-7,0,0,1,0
871402,8714,1,1,-7,-7,0,-7,-7,0,-7,-7,-7,0,-7,-7,0,-7,0,0,1,0
871403,8714,1,2,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,-7,-7,0,-7,0,1,0
871501,8715,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871502,8715,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871503,8715,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871601,8716,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871602,8716,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871801,8718,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
871802,8718,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872001,8720,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872101,8721,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872801,8728,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872802,8728,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872803,8728,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872901,8729,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872902,8729,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872903,8729,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
872904,8729,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873101,8731,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873102,8731,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873301,8733,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873302,8733,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873303,8733,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873304,8733,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873401,8734,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873402,8734,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873601,8736,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873602,8736,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873901,8739,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
873902,8739,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
874201,8742,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
874401,8744,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
874402,8744,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
874403,8744,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
874801,8748,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875001,8750,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875002,8750,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875601,8756,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875602,8756,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875701,8757,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875702,8757,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875703,8757,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875704,8757,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
875901,8759,1,1,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,-7,0,1,0
875902,8759,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,1,0
876201,8762,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876202,8762,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876203,8762,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876301,8763,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876302,8763,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876303,8763,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
876601,8766,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877001,8770,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877002,8770,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877201,8772,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877202,8772,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877701,8777,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877702,8777,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877901,8779,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877902,8779,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877903,8779,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
877904,8779,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878201,8782,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878202,8782,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878301,8783,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878302,8783,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878701,8787,2,2,-7,-7,0,-7,0,0,-7,1,1,1,1,0,-7,1,-7,0,1,0
878702,8787,2,2,-7,-7,0,-7,-7,0,-7,0,1,1,0,0,0,-7,0,0,1,0
878703,8787,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,1,0,1,0
878801,8788,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878802,8788,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
878803,8788,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879401,8794,2,1,-7,-7,0,0,0,0,0,1,0,1,-7,-7,0,-7,0,0,1,0
879402,8794,2,2,-7,-7,0,-7,0,0,0,0,0,0,0,0,-7,1,-7,0,1,0
879403,8794,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,1,0
879404,8794,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,1,0
879501,8795,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879502,8795,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879701,8797,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879801,8798,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879802,8798,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879901,8799,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
879902,8799,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880001,8800,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880002,8800,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880101,8801,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880102,8801,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880103,8801,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880201,8802,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880202,8802,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
880203,8802,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
881501,8815,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,0,1,0
881502,8815,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
881601,8816,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
881602,8816,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
881801,8818,2,2,-7,-7,0,-7,0,0,-7,-7,0,0,0,0,-7,0,-7,0,1,0
881802,8818,2,1,-7,-7,0,-7,-7,0,-7,-7,-7,0,0,0,0,-7,0,0,1,0
882101,8821,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882102,8821,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882501,8825,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882502,8825,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882601,8826,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882602,8826,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882801,8828,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882802,8828,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882803,8828,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
882804,8828,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883001,8830,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883002,8830,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883003,8830,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883301,8833,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883302,8833,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
883901,8839,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884001,8840,2,1,-7,-7,0,0,0,0,0,-7,-7,-7,-7,-7,0,-7,0,0,1,0
884002,8840,2,2,-7,1,0,-7,1,0,0,-7,1,0,1,1,-7,1,-7,0,1,0
884003,8840,2,2,-7,-7,0,-7,-7,0,-7,-7,1,0,1,0,-7,-7,0,1,0,0
884501,8845,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884502,8845,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884503,8845,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884701,8847,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884702,8847,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884703,8847,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884801,8848,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884802,8848,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884803,8848,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
884901,8849,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
885301,8853,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,1
885302,8853,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0
885401,8854,1,1,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0
885402,8854,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,0,1,0
885403,8854,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
885801,8858,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,1,0
885802,8858,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,1,1,1,0,1,0
886101,8861,1,1,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,1,0
